ευχαριστώ,"thank you, thanks, I thank"
καφές,"coffee, ο καφές"
λω,λω
πα,πα
παρακαλώ,"please, you are welcome, plead (verb)"
στω,"in, to, at"
τηλέφωνο,"telephone, phone"
φω,lights
ψω,ψω
ωρίων,hours
