avergonzado,"embarrassed, ashamed, been ashamed (of oneself)"
debí haber,I should have
entrenar,"training, (to) train, (to) coach"
fallar,"fail, (we) fail, (we) award"
fan,fan
lamentar,"(to) complain, (to) regret, (to) grumble"
motivación,motivation
semifinal,semifinal
trofeo,trophy
una vez más,one more time
