η οποία,"who, which"
ο οποίος,"who, which"
οι οποίοι,"who, that"
που,"where, that, to"
σε ποιον,to whom
το οποίο,"whom, who, which"
τον οποίον,whom
του οποίου,whose
τους οποίους,who
των οποίων,whose
ό,τι,"everything, what, all"
όπου,"where, wherever, anywhere"
όσος,as many
