algodón,"cotton, cotton (wool) ball, piece of cotton"
calidades,qualities
de,"of, from, 's"
diseño,"(I) design, (I) plan, (I) outline"
feas,"ugly, unpleasant"
importar,"matter, import"
informal,inform
llevar,"take, (to) take, (to) bring"
originales,"originals, original"
sudadera,sweatshirt
