pagado,paid
pagada,paid
hechos,"made, facts"
hecha,made
hecho,"made, done, fact"
sentado,"sitting, seated"
sentada,"seated, sitting"
heridos,"wounded, injured, hurt"
herido,hurt
seguido,"followed, often, continued"
seguida,"followed, consecutive, continued"
publicado,"published, disclosed, divulged"
publicadas,"disclose, divulge, publish"
publicados,"published, disclose, divulge"
detenidos,"arrested person, careful, closes"
detenido,"stopped, detained, detainee"
