puntos,"points, dots, extent"
punto,"point, dot, period"
medida,"measure, measurement, As"
medidas,"measurements, measures, moves"
energía,"energy, firmness"
funciones,"functions, (you) work, performances"
función,"show, performance, function"
análisis,"analysis, analyses, calculi"
materia,"matter, subject"
materias,"classes, subjects, fields"
ciencia,science
concepto,"concept, conceit"
conceptos,"concepts, conceits"
teoría,theory
físicas,"appearances, physique, figures"
técnicos,"technicians, coaches, engineers"
técnica,technique
técnicas,"techniques, coaches, engineers"
superficie,"surface, area"
velocidad,"speed, gear"
método,"method, course book, handbook"
métodos,methods
volumen,volume
elementos,"elements, crowd, crowds"
elemento,"element, crowd, elements"
masa,"mass, earth, batter"
filosofía,philosophy
equilibrio,"balance, equilibrium"
límites,"limits, boundaries"
límite,"limit, boundary"
científicos,"scientists, scientific"
científico,"scientist, scientific"
científica,"scientist, scientific"
fórmula,"formula, prescription, recipe"
promedio,average
tesis,"thesis, theory, theses (pl.)"
sustancias,"substances, (you) back up, (you) substantiate"
atmósfera,atmosphere
laboratorio,"laboratory, lab"
profundidad,"depth, the depths"
proporción,"proportion, proportions"
descubrimientos,"discoveries, finds"
descubrimiento,"discovery, find"
observación,"observation, comment, note"
núcleo,"nucleus, core, center"
química,"chemistry, chemical"
