Word,Translations
habla,he speaks
francés,French
estudia,he studies
hablar,to talk
trabajo,I work
trabajas,you work
trabaja,he works
oficina,office
fábrica,factory
trabajar,to work
quién,who
comer,to eat
beber,to drink
vino,wine
vives,you live
vive,he lives
vivir,to live
Inglaterra,England
Francia,France
Europa,Europe
