Word,Translations
norteamericana,"American, North American"
argentino,"Argentinian, argentine, clear"
estadounidense,"American, US"
francés,"French"
británica,"Britisher, Briton, British person"
América,"America"
Roma,"Rome"
extranjero,"foreign"
Argentina,"Argentina"
