gustan,"(?) do they like, (I) like, (we) like"
encantan,"(I) love, (we) love"
vinos,wines
bananas,bananas
ensaladas,salads
dulces,"sweets, candy, candies"
dulce,"sweet, candy"
chilena,Chilean
chilenos,Chilean
chileno,Chilean
cubanas,Cuban
cubanos,"Cubans, Cuban"
italianos,"Italians, Italian"
italianas,Italian
ojos,eyes
ojo,eye
flores,"flowers, Flores, flower"
flor,flower
caliente,"hot, warm"
calientes,"hot, warm"
tipos,"kinds, types, guys"
tipo,"type, guy, kind"
francesas,French
francesa,French
franceses,French
pájaros,birds
pájaro,bird
interesan,"interest, (we) are interested"
latinos,Latin
latinas,Latin
latina,Latin
juegos,"games, game"
juego,"game, (I) play, games"
rápido,"fast, quickly, quick"
rápida,"fast, quick"
rápidos,"quick, fast"
rápidas,"quick, fast"
bailes,"dances, dancing"
sitio,"site, place, stand"
sitios,"places, sites"
vaqueros,jeans
par,"pair, couple"
pares,pairs
botas,boots
bota,boot
lentes,glasses
ambas,both
ambos,both
color,"colorful, color, coloring"
colores,"colors, color"
naranjas,"oranges, orange"
naranja,orange
