κλικάρω,"clicks, clicks on",κλικάρω,"clicks, clicks on"
πληκτρολόγιο,keyboard,πληκτρολόγιο,keyboard
ποντίκι,"mouse, a mouse",ποντίκι,"mouse, a mouse"
έδειξε,"showed, were chosen by, chose",έδειξε,"showed, were chosen by, chose"
αθήνας,Athens,αθήνας,Athens
αποφοίτηση,graduation,αποφοίτηση,graduation
βαφτίσια,baptism,βαφτίσια,baptism
γάμο,"marriage, wedding",γάμο,"marriage, wedding"
γάμος,"marriage, wedding",γάμος,"marriage, wedding"
γέννηση,birth,γέννηση,birth
γενέθλια,birthday,γενέθλια,birthday
γεννήσεις,births,γεννήσεις,births
γιορτή,"celebration, holiday, celebation",γιορτή,"celebration, holiday, celebation"
γονιών,parents,γονιών,parents
διαγωνισμού,competition,διαγωνισμού,competition
διαγωνισμός,"contest, competition",διαγωνισμός,"contest, competition"
ζευγάρια,"couples, pairs (of)",ζευγάρια,"couples, pairs (of)"
θάνατο,death,θάνατο,death
θάνατος,death,θάνατος,death
θα πραγματοποιηθεί,will be held,θα πραγματοποιηθεί,will be held
θα τρέξω,I will run,θα τρέξω,I will run
ιούλιο,July,ιούλιο,July
κηδεία,funeral,κηδεία,funeral
κλήρωση,"drawing, draw, lottery",κλήρωση,"drawing, draw, lottery"
κλήρωσης,"raffle, lottery",κλήρωσης,"raffle, lottery"
μαραθώνιο,marathon,μαραθώνιο,marathon
μαραθώνιος,marathon,μαραθώνιος,marathon
νικήτρια,winner,νικήτρια,winner
νικητής,winner,νικητής,winner
ορκωμοσία,"oath taking, swearing in, inauguration",ορκωμοσία,"oath taking, swearing in, inauguration"
παντρεύομαι,"is getting married, (he/she) gets married",παντρεύομαι,"is getting married, (he/she) gets married"
πεθαίνω,die,πεθαίνω,die
προσκαλέσω,invite,προσκαλέσω,invite
πυροτέχνημα,firework,πυροτέχνημα,firework
τραγουδιού,singing,τραγουδιού,singing
φεστιβάλ,"festival, festivals",φεστιβάλ,"festival, festivals"
φοβάται,"is afraid of, he is afraid of",φοβάται,"is afraid of, he is afraid of"
φυσικός,natural,φυσικός,natural
ήρωας,hero (m),ήρωας,hero (m)
ασπίδα,shield,ασπίδα,shield
δράκος,dragon,δράκος,dragon
θεά,goddess,θεά,goddess
καλόκαρδος,"good hearted, goodhearted",καλόκαρδος,"good hearted, goodhearted"
μοχθηρός,"evil, vicious, bad",μοχθηρός,"evil, vicious, bad"
νάνος,dwarf,νάνος,dwarf
πολεμιστής,warrior,πολεμιστής,warrior
ραβδί,"wand, a wand",ραβδί,"wand, a wand"
τόξο,"bow, arc",τόξο,"bow, arc"
θα έχω αγοράσει,"I will have purchased, I will have bought",θα έχω αγοράσει,"I will have purchased, I will have bought"
θα έχω γράψει,I will have written,θα έχω γράψει,I will have written
θα έχω δει,I will have seen,θα έχω δει,I will have seen
θα έχω,θα έχω
                    διαβάσει,I will have read,                    διαβάσει,I will have read
θα έχω κάνει,I will have done,θα έχω κάνει,I will have done
θα έχω πει,I will have said,θα έχω πει,I will have said
θα έχω τελειώσει,I will have finished,θα έχω τελειώσει,I will have finished
θα,θα
                    έχω φάει,I will have eaten,                    έχω φάει,I will have eaten
θα έχω φέρει,I will have brought,θα έχω φέρει,I will have brought
θα έχω φύγει,I will be gone,θα έχω φύγει,I will be gone
αρχαιολόγος,"archaeologist (masc/fem), an archeologist",αρχαιολόγος,"archaeologist (masc/fem), an archeologist"
αυτοκράτορας,emperor,αυτοκράτορας,emperor
αυτοκρατορία,empire,αυτοκρατορία,empire
δεινόσαυρος,dinosaur,δεινόσαυρος,dinosaur
εγκαταλελειμμένος,abandoned,εγκαταλελειμμένος,abandoned
κειμήλιο,"relic (neuter), an heirloom",κειμήλιο,"relic (neuter), an heirloom"
παλαιολιθικός,paleolithic,παλαιολιθικός,paleolithic
παρελθόν,past,παρελθόν,past
πειρατής,pirate (masc.),πειρατής,pirate (masc.)
φρούριο,"fortress, fort, stronghold",φρούριο,"fortress, fort, stronghold"
αέριο,"gas, a gas, gaseous",αέριο,"gas, a gas, gaseous"
αλουμίνιο,"aluminum, aluminum/aluminium, aluminium",αλουμίνιο,"aluminum, aluminum/aluminium, aluminium"
ασήμι,silver,ασήμι,silver
γυαλί,glass,γυαλί,glass
διαμάντι,diamond,διαμάντι,diamond
κεραμικό,ceramic,κεραμικό,ceramic
κρύσταλλος,crystal,κρύσταλλος,crystal
μέταλλο,metal,μέταλλο,metal
μόριο,molecule,μόριο,molecule
ξύλινο,wooden,ξύλινο,wooden
ξύλο,wood,ξύλο,wood
ορυκτό,"mineral, ore",ορυκτό,"mineral, ore"
πλαστικό,"plastic, made of plastic",πλαστικό,"plastic, made of plastic"
πυρίτιο,silicon,πυρίτιο,silicon
ρουμπίνι,ruby,ρουμπίνι,ruby
σίδηρος,iron,σίδηρος,iron
σμαράγδι,emerald,σμαράγδι,emerald
στερεό,solid,στερεό,solid
τσιμέντο,"cement, concrete",τσιμέντο,"cement, concrete"
υγρό,liquid,υγρό,liquid
υλικό,material,υλικό,material
χάλκινο,copper,χάλκινο,copper
χαλκός,"copper, cuprum",χαλκός,"copper, cuprum"
χρυσός,gold,χρυσός,gold
άλγεβρα,"algebra, Algebra",άλγεβρα,"algebra, Algebra"
ίσον,equals,ίσον,equals
ακτίνα,"radius, ray, spoke",ακτίνα,"radius, ray, spoke"
αριθμός,"number, a number, digit",αριθμός,"number, a number, digit"
αφαίρεση,"subtraction, abstraction, deduction",αφαίρεση,"subtraction, abstraction, deduction"
γεωμετρία,geometry,γεωμετρία,geometry
γεωμετρικά σχήματα,geometric shapes,γεωμετρικά σχήματα,geometric shapes
γεωμετρικό σχήμα,geometric shape,γεωμετρικό σχήμα,geometric shape
γωνία,"corner, angle, on the corner",γωνία,"corner, angle, on the corner"
γωνίες,"angles, corners",γωνίες,"angles, corners"
διαίρεση,division,διαίρεση,division
κλάσμα,fraction,κλάσμα,fraction
κύβος,"cube, block",κύβος,"cube, block"
κύκλος,"circle, cycle",κύκλος,"circle, cycle"
μαθηματικά,"mathematics, maths",μαθηματικά,"mathematics, maths"
μείον,less,μείον,less
μοίρες,degrees,μοίρες,degrees
ορθογώνιο,"rectangle, rectangular",ορθογώνιο,"rectangle, rectangular"
πολλαπλασιασμός,"multiplication, proliferation",πολλαπλασιασμός,"multiplication, proliferation"
πολυγώνου,of the polygon,πολυγώνου,of the polygon
πολύγωνο,polygon,πολύγωνο,polygon
πράξη,"act, acts",πράξη,"act, acts"
πρόσθεση,addition,πρόσθεση,addition
πυθαγόρειο θεώρημα,pythagorean theorem,πυθαγόρειο θεώρημα,pythagorean theorem
πυραμίδα,pyramid,πυραμίδα,pyramid
συν,plus,συν,plus
σχήμα,"shape, figure",σχήμα,"shape, figure"
τετράγωνο,"square, quadrangle, quadrate",τετράγωνο,"square, quadrangle, quadrate"
τετραγωνική ρίζα,square root,τετραγωνική ρίζα,square root
τρίγωνο,triangle,τρίγωνο,triangle
τρεις,three,τρεις,three
είχα έρθει,I had come,είχα έρθει,I had come
είχα ακούσει,I had heard,είχα ακούσει,I had heard
είχα μαγειρέψει,have cooked,είχα μαγειρέψει,have cooked
είχα μιλήσει,I had spoken,είχα μιλήσει,I had spoken
είχα νικήσει,I had won,είχα νικήσει,I had won
είχα πάει,had been,είχα πάει,had been
είχα παίξει,I played,είχα παίξει,I played
είχα,είχα
                    προσπαθήσει,I had tried,                    προσπαθήσει,I had tried
είχα φάει,I had eaten,είχα φάει,I had eaten
είχε γίνει,"had become, had happened",είχε γίνει,"had become, had happened"
είχε κάνει,had done,είχε κάνει,had done
αισιόδοξος,"optimistic, optimist",αισιόδοξος,"optimistic, optimist"
είδος,"kind, category, sort",είδος,"kind, category, sort"
εμπειρία,experience,εμπειρία,experience
ηθική,"morality, continence, ethics",ηθική,"morality, continence, ethics"
θεωρία,theory,θεωρία,theory
λογική,"logic, rationale / rationality, reasoning",λογική,"logic, rationale / rationality, reasoning"
μύθος,myth,μύθος,myth
νόημα,"meaning, point, sense",νόημα,"meaning, point, sense"
συναισθηματικός,emotional,συναισθηματικός,emotional
συνείδηση,consciousness,συνείδηση,consciousness
διαδικασία,"process, procedure",διαδικασία,"process, procedure"
επιστήμη,science,επιστήμη,science
επιστημονικός,scientific,επιστημονικός,scientific
μονάδα,"unit, entity, monad",μονάδα,"unit, entity, monad"
παρατήρηση,observation,παρατήρηση,observation
πείραμα,experiment,πείραμα,experiment
συμπέρασμα,"conclusion, inference",συμπέρασμα,"conclusion, inference"
ταχύτητα,"speed, quickness, rapidity",ταχύτητα,"speed, quickness, rapidity"
τεχνική,"technique, method",τεχνική,"technique, method"
υπόθεση,case,υπόθεση,case
κέρδος,benefit,κέρδος,benefit
οικονομία,economy,οικονομία,economy
οικονομικός,cheap,οικονομικός,cheap
πληρωμές,"paying, payment",πληρωμές,"paying, payment"
φόρος,tax,φόρος,tax
χρήμα,money,χρήμα,money
αίτημα φιλίας,a friend request,αίτημα φιλίας,a friend request
ανάρτηση,suspension,ανάρτηση,suspension
ειδοποίηση,notification,ειδοποίηση,notification
ενεργός,active,ενεργός,active
κοινοποίηση,share,κοινοποίηση,share
κοινοποιώ,"shared, (they) shared",κοινοποιώ,"shared, (they) shared"
κοινωνικά δίκτυα,Social Networks,κοινωνικά δίκτυα,Social Networks
λογαριασμός,"account, bill, check",λογαριασμός,"account, bill, check"
μέσα κοινωνικής δικτύωσης,social media,μέσα κοινωνικής δικτύωσης,social media
χρήστης,user,χρήστης,user
αρετές,virtues,αρετές,virtues
αρετή,virtue,αρετή,virtue
δεισιδαιμονία,superstition,δεισιδαιμονία,superstition
θεέ,"god, oh my god",θεέ,"god, oh my god"
θεός,"god, a god",θεός,"god, a god"
θρησκεία,religion,θρησκεία,religion
ιερός,"sacred, holy",ιερός,"sacred, holy"
κατάθλιψη,depression,κατάθλιψη,depression
μάγος,"magician, wizard, sorcerer",μάγος,"magician, wizard, sorcerer"
μέλλον,"future, a future",μέλλον,"future, a future"
μετενσάρκωση,reincarnation,μετενσάρκωση,reincarnation
μνήμη,"memory, any memory, remembrance",μνήμη,"memory, any memory, remembrance"
μοίρα,"fate, degree",μοίρα,"fate, degree"
νεκρό,dead,νεκρό,dead
νεκρός,dead,νεκρός,dead
πίστη,"faith, belief",πίστη,"faith, belief"
παρόν,"Present, This",παρόν,"Present, This"
προγόνων,ancestors,προγόνων,ancestors
προκατάληψη,"prejudice, bias, preconception",προκατάληψη,"prejudice, bias, preconception"
προστάτης,"protector, guardian",προστάτης,"protector, guardian"
πρόγονος,ancestor,πρόγονος,ancestor
σταυρός,cross,σταυρός,cross
στοιχειωμένο,haunted,στοιχειωμένο,haunted
στοιχειωμένος,haunted,στοιχειωμένος,haunted
σύμβολα,symbols,σύμβολα,symbols
φάντασμα,"ghost, phantom",φάντασμα,"ghost, phantom"
φαντάσματα,"ghosts, phantoms",φαντάσματα,"ghosts, phantoms"
φιλοσοφία,philosophy,φιλοσοφία,philosophy
ψυχή,"soul, psyche",ψυχή,"soul, psyche"
ψυχολογία,psychology,ψυχολογία,psychology
θα έδινα,I would give,θα έδινα,I would give
θα έκανα,I would do,θα έκανα,I would do
θα έπαιρνα,I would take,θα έπαιρνα,I would take
θα ήθελα,I would like,θα ήθελα,I would like
θα ήμουν,I would,θα ήμουν,I would
                    βοηθούσα,I would help,                    βοηθούσα,I would help
θα μιλούσα,I would talk,θα μιλούσα,I would talk
θα μπορούσα,I could,θα μπορούσα,I could
θα ξεχνούσα,I would forget,θα ξεχνούσα,I would forget
                    τελείωνα,I would finish,                    τελείωνα,I would finish
άνεμος,wind,άνεμος,wind
βροχή,rain,βροχή,rain
ηλιόλουστος,sunny,ηλιόλουστος,sunny
θερμοκρασία,temperature,θερμοκρασία,temperature
θύελλα,storm,θύελλα,storm
καταιγίδα,"thunderstorm, storm",καταιγίδα,"thunderstorm, storm"
καύσωνας,heat,καύσωνας,heat
κλίμα,climate,κλίμα,climate
φυσάει,nature,φυσάει,nature
χιονοθύελλα,blizzard,χιονοθύελλα,blizzard
,
