αρχαιολόγος,"archaeologist (masc/fem), an archeologist"
αυτοκράτορας,emperor
αυτοκρατορία,empire
δεινόσαυρος,dinosaur
εγκαταλελειμμένος,abandoned
κειμήλιο,"relic (neuter), an heirloom"
παλαιολιθικός,paleolithic
παρελθόν,past
πειρατής,pirate (masc.)
φρούριο,"fortress, fort, stronghold"
