les gusta,"(?) do they like, (they) like"
les encanta,"(they) love, (?) do they love"
para él,for him
para ella,for her
disfrutar,"enjoy, (to) enjoy"
regalo,"gift, present"
aquel,that
a mí,to me
a ti,you
a él,to the
zoológico,zoo
a usted,to you
tenis,tennis
a nosotros,us
a ustedes,to you
tiempo,"time, weather, long"
para nosotros,for us
pasar,"(to) pass, (to) spend, happen"
normalmente,normally
pasa,"(he) is spending, happens"
montar,"ride, (to) ride, riding"
caballo,"horse, horses"
pelota,ball
corre,(she) runs
río,river
camina,"(she) walks, (you) walk"
